,Disease_id,Disease,Symptom_1,Symp1_weight,Symptom_2,Symp2_weight,Symptom_3,Symp3_weight,Symptom_4,Symp4_weight,Symptom_5,Symp5_weight,Symptom_6,Symp6_weight,Symptom_7,Symp7_weight,Symptom_8,Symp8_weight,Symptom_9,Symp9_weight,Symptom_10,Symp10_weight,Symptom_11,Symp11_weight,Symptom_12,Symp12_weight,Symptom_13,Symp13_weight,Symptom_14,Symp14_weight,Symptom_15,Symp15_weight,Symptom_16,Symp16_weight,Symptom_17,Symp17_weight,Send_to_Doctor
69,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
70,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
73,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
74,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
75,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
76,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
77,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
78,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
79,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
81,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
83,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
84,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
85,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
86,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
87,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
88,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
89,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
90,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
91,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
93,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
94,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
95,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
99,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
100,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
101,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
105,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
108,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
109,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
110,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
112,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
113,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
114,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,depression,3,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
118,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
119,D0032,Migraine,acidity,3,indigestion,5,headache,3,blurred_and_distorted_vision,5,excessive_hunger,4,stiff_neck,4,irritability,2,visual_disturbances,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
